goodreads_book_id,tag_id,count
104189,22743,48
104189,27535,48
104189,28384,47
104189,7203,45
104189,14774,44
104189,28341,44
104189,4615,40
104189,4594,39
104189,4949,38
104189,4985,37
104189,18045,36
104189,1642,31
104189,25685,31
104189,4968,30
104189,7154,27
104189,1753,25
104189,19738,25
104189,19733,24
104189,9221,23
104189,4587,19
104189,21815,18
104189,22753,17
104189,11505,17
104189,25146,17
104189,22689,16
104189,14487,16
104189,7156,16
104189,20849,15
104189,14467,14
104189,15624,14
104189,19742,14
104189,4958,14
104189,4965,14
104189,4967,14
104189,2104,13
104189,20774,12
104189,30521,12
104189,14764,12
104189,25147,12
104189,1669,12
104189,28204,12
104189,31265,12
104189,15169,11
104189,20824,11
104189,3371,11
104189,10197,11
104189,14552,11
104189,25148,11
104189,24099,11
104189,31264,11
104189,14773,11
104189,29584,11
104189,25153,10
104189,32586,10
104189,9484,10
104189,25630,10
104189,4961,10
104189,6200,10
104189,22034,9
104189,25150,9
104189,10210,9
104189,4611,9
104189,4971,9
104189,7116,9
104189,30241,9
104189,24212,9
104189,3389,8
104189,3379,8
104189,25506,8
104189,11978,8
104189,4970,8
104189,24992,8
104189,1668,8
104189,7145,8
104189,7094,8
104189,19749,8
104189,11497,7
104189,14064,7
104189,24993,7
104189,4972,7
104189,4975,7
104189,7279,7
104189,15642,7
104189,9290,7
104189,22617,7
104189,26230,7
104219,30574,751
104219,11743,97
104219,8717,42
104219,28204,27
104219,2663,21
104219,6750,17
104219,28215,12
104219,22743,9
104219,5207,8
104219,9221,8
104219,12948,8
104219,8055,7
104219,8067,7
104219,1642,6
104219,32726,6
104219,32708,6
104219,28218,6
104219,22753,5
104219,18045,5
104219,11557,4
104219,21989,4
104219,26138,4
104219,9484,4
104219,4076,4
104219,27742,4
104219,3392,3
104219,5090,3
104219,20939,3
104219,9738,3
104219,2277,3
104219,9886,3
104219,11221,3
104219,10093,3
104219,3377,3
104219,5332,3
104219,28198,3
104219,3389,2
104219,18680,2
104219,14064,2
104219,14487,2
104219,10094,2
104219,4949,2
104219,32686,2
104219,9477,2
104219,22944,2
104219,6766,2
104219,25630,2
104219,608,2
104219,11500,2
104219,605,2
104219,22363,2
104219,4073,2
104219,2661,2
104219,503,2
104219,15378,2
104219,4068,2
104219,28211,2
104219,28220,2
104219,2326,2
104219,28225,2
104219,2662,2
104219,27741,2
104219,32680,2
104219,30109,2
104219,28959,2
104219,24964,1
104219,17213,1
104219,20288,1
104219,25000,1
104219,1659,1
104219,22656,1
104219,19316,1
104219,2067,1
104219,22747,1
104219,720,1
104219,32488,1
104219,22619,1
104219,14662,1
104219,15777,1
104219,19700,1
104219,166,1
104219,31214,1
104219,24518,1
104219,19772,1
104219,19264,1
104219,15875,1
104219,9933,1
104219,25056,1
104219,7657,1
104219,21912,1
104219,12695,1
104219,861,1
104219,29337,1
104219,27664,1
104219,25099,1
104219,5008,1
104219,6752,1
104219,10111,1
104219,9887,1
104219,1282,1
104378,30574,9755
104378,33114,1235
104378,32989,594
104378,11557,559
104378,26138,502
104378,8717,485
104378,8055,430
104378,5207,425
104378,26598,407
104378,6750,223
104378,25438,214
104378,11743,209
104378,22743,180
104378,29452,137
104378,18045,79
104378,33012,76
104378,22753,71
104378,30521,66
104378,7852,66
104378,33004,66
104378,28945,65
104378,20774,62
104378,15169,57
104378,33124,55
104378,14370,50
104378,28525,50
104378,28974,50
104378,25436,46
104378,12600,43
104378,11590,41
104378,33045,40
104378,17213,38
104378,25147,36
104378,29464,36
104378,10210,34
104378,32586,33
104378,32996,33
104378,10197,31
104378,33023,31
104378,5090,30
104378,25150,30
104378,20849,29
104378,29475,29
104378,18640,28
104378,3392,27
104378,25149,27
104378,8084,27
104378,1078,26
104378,24960,24
104378,18054,24
104378,22944,24
104378,28528,24
104378,3371,23
104378,28959,23
104378,2104,22
104378,29457,22
104378,11503,21
104378,13240,21
104378,25765,20
104378,3389,20
104378,22034,20
104378,22689,20
104378,25151,20
104378,8067,20
104378,25148,20
104378,28532,20
104378,25152,19
104378,28964,19
104378,9328,18
104378,33153,17
104378,14064,17
104378,10094,17
104378,5481,17
104378,8076,17
104378,1010,17
104378,18663,17
104378,33133,17
104378,24995,16
104378,19524,16
104378,22344,16
104378,5180,16
104378,25145,16
104378,26599,16
104378,33044,16
104378,33116,15
104378,11221,15
104378,10093,15
104378,25822,15
104378,25146,15
104378,33034,15
104378,24996,14
104378,9221,13
104378,25153,13
104378,21274,13
104378,32099,13
104378,32088,13
104378,19983,13
104378,8740,13
104378,27091,13
104378,32973,13
104379,30574,13302
104379,33114,1073
104379,8717,614
104379,32989,571
104379,26598,434
104379,5207,387
104379,8055,375
104379,26138,338
104379,11743,219
104379,25438,184
104379,6750,174
104379,11557,167
104379,22743,160
104379,29452,143
104379,28945,68
104379,22753,67
104379,33004,66
104379,28974,63
104379,7852,59
104379,20774,58
104379,15169,58
104379,30521,55
104379,18045,54
104379,33012,52
104379,10210,49
104379,28525,47
104379,33124,44
104379,3392,42
104379,14370,41
104379,25147,39
104379,29464,39
104379,3389,38
104379,11221,37
104379,32996,36
104379,17213,35
104379,25436,34
104379,25150,33
104379,28959,32
104379,25149,31
104379,33045,30
104379,20849,29
104379,33023,29
104379,32586,28
104379,27847,28
104379,8067,26
104379,10197,25
104379,1010,25
104379,25148,24
104379,28532,24
104379,29475,24
104379,5090,23
104379,22689,23
104379,3371,23
104379,14064,23
104379,28528,23
104379,8084,23
104379,22034,22
104379,19983,22
104379,25151,21
104379,25630,21
104379,18054,20
104379,24960,19
104379,18640,19
104379,29457,19
104379,21274,19
104379,5481,19
104379,32099,18
104379,22944,18
104379,28964,18
104379,33133,18
104379,12600,17
104379,11503,17
104379,25153,16
104379,19699,16
104379,25152,15
104379,4076,15
104379,13240,15
104379,22733,15
104379,29492,15
104379,9886,14
104379,10093,14
104379,24995,14
104379,5510,14
104379,26599,14
104379,11590,13
104379,33153,13
104379,10094,13
104379,31505,13
104379,722,13
104379,9638,13
104379,8076,13
104379,32080,13
104379,9328,13
104379,33044,13
104379,9621,13
104379,29473,13
104379,24996,12
104379,25146,12
104379,18663,12
104379,28533,12
104734,30574,7826
104734,11665,785
104734,21689,602
104734,23743,553
104734,8717,501
104734,11557,220
104734,21773,212
104734,22585,201
104734,9886,149
104734,11673,142
104734,22743,97
104734,23727,93
104734,5207,92
104734,32686,90
104734,11743,68
104734,12932,53
104734,12923,53
104734,27387,53
104734,30205,45
104734,8055,43
104734,30208,43
104734,30408,43
104734,30521,38
104734,7457,34
104734,27669,34
104734,4949,33
104734,10891,33
104734,32720,31
104734,9221,29
104734,1642,28
104734,23831,27
104734,15048,26
104734,25153,25
104734,19733,25
104734,6750,23
104734,11677,23
104734,11644,22
104734,18001,20
104734,24728,20
104734,32586,19
104734,4605,19
104734,32735,19
104734,18045,18
104734,19742,17
104734,11675,17
104734,11678,17
104734,11590,16
104734,25152,16
104734,23931,16
104734,28025,16
104734,27368,16
104734,13227,16
104734,22753,15
104734,10644,15
104734,2277,15
104734,23471,14
104734,25000,13
104734,3885,13
104734,11671,13
104734,11683,13
104734,11668,13
104734,3389,12
104734,18367,12
104734,7668,12
104734,26964,12
104734,21685,12
104734,32724,12
104734,32729,12
104734,3392,11
104734,20849,11
104734,3371,11
104734,10197,11
104734,25167,11
104734,923,11
104734,26735,11
104734,11643,11
104734,18011,11
104734,13270,11
104734,32688,11
104734,22591,11
104734,22689,10
104734,17213,10
104734,2313,10
104734,30755,10
104734,11674,10
104734,895,10
104734,3868,10
104734,11662,10
104734,20774,9
104734,25151,9
104734,10210,9
104734,28052,9
104734,23349,9
104734,22539,9
104734,10967,9
104734,32721,9
104734,31656,8
104734,2690,8
104734,22586,8
104734,32711,8
104737,20939,485
104737,8717,183
104737,27199,149
104737,11743,135
104737,14487,129
104737,30574,88
104737,27575,74
104737,19397,68
104737,8517,65
104737,20926,64
104737,17720,51
104737,11557,49
104737,9336,49
104737,18045,48
104737,20994,48
104737,14519,44
104737,27573,44
104737,20989,41
104737,3392,40
104737,1642,40
104737,14467,38
104737,1659,33
104737,3371,28
104737,17213,28
104737,3389,26
104737,5751,26
104737,22743,25
104737,26138,24
104737,10197,23
104737,29076,22
104737,3358,22
104737,17718,21
104737,3379,19
104737,9221,18
104737,25149,17
104737,20957,17
104737,5207,16
104737,24960,16
104737,1691,16
104737,32686,16
104737,14518,16
104737,22034,15
104737,10641,15
104737,30358,15
104737,11665,13
104737,27592,13
104737,18525,12
104737,20971,12
104737,26366,12
104737,19398,12
104737,11550,11
104737,10210,11
104737,20963,11
104737,5778,11
104737,25765,10
104737,8527,10
104737,414,10
104737,19374,10
104737,15169,9
104737,25152,9
104737,25147,9
104737,11503,9
104737,10093,9
104737,11643,9
104737,3377,9
104737,25647,9
104737,28839,9
104737,11305,8
104737,25153,8
104737,8533,8
104737,8429,8
104737,9343,8
104737,17273,8
104737,14721,8
104737,20774,7
104737,25151,7
104737,23037,7
104737,923,7
104737,14552,7
104737,24993,7
104737,21003,7
104737,25148,7
104737,11803,7
104737,6122,7
104737,25146,7
104737,21989,6
104737,30521,6
104737,25150,6
104737,10094,6
104737,8518,6
104737,11673,6
104737,766,6
104737,11780,6
104737,31430,6
104737,11644,6
104737,24990,6
104737,20986,6
104737,20662,6
104737,21492,6
104737,32433,6
104837,30574,13520
104837,7457,1197
104837,23743,1092
104837,27438,828
104837,8717,811
104837,9886,511
104837,11743,236
104837,7404,189
104837,14487,163
104837,23727,158
104837,22743,136
104837,5207,133
104837,30208,125
104837,11557,122
104837,18367,108
104837,26138,89
104837,23831,82
104837,14467,66
104837,26735,64
104837,31103,63
104837,32522,58
104837,5751,49
104837,14552,49
104837,10644,46
104837,30205,46
104837,362,43
104837,22753,38
104837,7423,38
104837,25114,38
104837,5776,37
104837,29412,36
104837,10658,35
104837,10342,34
104837,9221,33
104837,18045,29
104837,12315,29
104837,7668,29
104837,20849,26
104837,25726,26
104837,26740,24
104837,31535,23
104837,11590,22
104837,5775,22
104837,1642,21
104837,10210,21
104837,3392,17
104837,26221,17
104837,25152,16
104837,7422,16
104837,31514,16
104837,344,16
104837,15169,15
104837,10641,15
104837,22689,14
104837,7478,14
104837,5746,14
104837,7438,14
104837,20774,13
104837,3389,13
104837,20811,13
104837,17213,12
104837,30521,12
104837,25167,12
104837,1659,12
104837,30635,12
104837,9892,12
104837,15924,12
104837,3371,11
104837,25150,11
104837,14764,11
104837,10932,11
104837,31430,11
104837,7417,11
104837,10135,11
104837,26754,10
104837,30408,10
104837,30406,10
104837,25151,9
104837,10197,9
104837,25153,9
104837,22352,9
104837,25148,9
104837,13613,9
104837,15392,9
104837,2445,9
104837,10657,9
104837,31489,9
104837,29633,9
104837,23853,9
104837,5444,8
104837,18990,8
104837,32130,8
104837,26752,8
104837,14370,8
104837,31557,8
104837,2435,8
104837,11765,8
104837,7451,8
104837,27437,8
104837,25110,8
105189,30574,1692
105189,8717,68
105189,11743,57
105189,7457,45
105189,5207,38
105189,22743,37
105189,21689,36
105189,17639,33
105189,28261,33
105189,18367,29
105189,9221,28
105189,11557,26
105189,26735,23
105189,22009,22
105189,7686,22
105189,12767,21
105189,17640,21
105189,1691,20
105189,22034,19
105189,17645,19
105189,22753,15
105189,21989,14
105189,4605,14
105189,18045,13
105189,10862,13
105189,29045,12
105189,10859,12
105189,19313,11
105189,20774,10
105189,28189,10
105189,17661,10
105189,15169,9
105189,20849,9
105189,27669,9
105189,4461,9
105189,17644,9
105189,18353,9
105189,25195,9
105189,30521,8
105189,7404,8
105189,923,8
105189,14552,8
105189,32799,8
105189,17658,8
105189,9886,7
105189,24999,7
105189,19733,7
105189,21656,7
105189,15409,7
105189,28269,7
105189,12830,7
105189,21111,6
105189,31140,6
105189,7565,6
105189,21626,6
105189,17660,6
105189,10857,6
105189,7643,6
105189,26978,6
105189,8055,5
105189,25153,5
105189,14764,5
105189,33777,5
105189,14487,5
105189,24997,5
105189,26740,5
105189,21773,5
105189,14752,5
105189,7390,5
105189,12762,5
105189,17659,5
105189,10573,5
105189,11590,4
105189,6828,4
105189,5090,4
105189,25152,4
105189,17213,4
105189,22352,4
105189,20781,4
105189,14467,4
105189,12315,4
105189,27682,4
105189,20125,4
105189,34155,4
105189,18338,4
105189,17653,4
105189,19266,4
105189,18342,4
105189,3628,4
105189,12732,4
105189,27756,4
105189,7689,4
105189,7708,4
105189,28267,4
105189,11736,4
105189,18307,4
105189,17878,4
105189,17638,4
105189,10197,3
105189,18919,3
105548,6888,227
105548,30574,190
105548,6960,148
105548,17129,120
105548,8717,85
105548,22743,63
105548,7457,62
105548,5207,56
105548,23831,53
105548,11557,47
105548,25850,41
105548,6920,38
105548,17086,37
105548,6838,35
105548,9221,34
105548,6829,33
105548,6914,30
105548,9844,29
105548,15048,28
105548,22446,26
105548,9834,26
105548,6931,23
105548,27360,23
105548,7404,22
105548,24224,21
105548,4829,21
105548,10182,21
105548,11305,20
105548,18045,18
105548,6891,18
105548,6953,17
105548,23605,17
105548,17094,17
105548,6984,17
105548,23595,17
105548,10139,16
105548,4867,15
105548,6847,14
105548,6976,14
105548,25034,14
105548,25014,13
105548,26735,13
105548,5427,13
105548,17210,13
105548,10183,13
105548,6895,12
105548,20849,12
105548,6977,12
105548,15169,11
105548,5090,11
105548,20785,11
105548,17113,11
105548,14764,10
105548,7484,10
105548,6995,10
105548,25848,10
105548,4196,10
105548,20774,9
105548,25234,9
105548,22689,9
105548,30521,9
105548,9841,9
105548,10129,9
105548,6857,8
105548,33165,8
105548,25020,8
105548,25033,8
105548,6900,8
105548,7482,8
105548,23624,8
105548,3742,8
105548,11633,8
105548,9835,8
105548,27535,7
105548,6949,7
105548,12296,7
105548,17090,7
105548,25305,7
105548,28776,7
105548,3739,7
105548,4828,7
105548,17124,6
105548,25149,6
105548,12614,6
105548,15285,6
105548,5158,6
105548,6959,6
105548,25212,6
105548,17116,6
105548,6784,6
105548,25151,5
105548,134,5
105548,5231,5
105548,28770,5
105548,25086,5
105548,10296,5
105548,4859,5
105548,17160,5
105548,29884,5
105548,17085,5
105549,30574,12929
105549,6953,547
105549,23605,481
105549,6895,414
105549,6857,371
105549,6888,350
105549,17124,214
105549,6960,187
105549,11557,183
105549,11743,173
105549,9841,151
105549,17129,144
105549,6828,121
105549,7457,121
105549,8717,120
105549,23596,102
105549,23831,92
105549,6838,61
105549,6829,50
105549,6914,44
105549,11305,42
105549,6920,42
105549,6866,41
105549,15048,41
105549,5207,40
105549,6976,39
105549,17086,37
105549,7404,35
105549,9221,31
105549,22743,30
105549,27669,25
105549,6931,24
105549,27360,21
105549,23595,20
105549,23624,20
105549,11513,19
105549,9844,19
105549,9834,18
105549,16799,17
105549,25850,16
105549,17090,16
105549,22753,15
105549,25034,15
105549,20785,15
105549,17094,15
105549,6984,15
105549,6891,15
105549,6995,15
105549,27535,14
105549,25033,14
105549,15169,13
105549,33165,13
105549,30521,13
105549,10397,13
105549,2580,13
105549,12323,13
105549,12288,13
105549,6847,12
105549,25014,12
105549,6948,12
105549,5161,12
105549,18045,11
105549,6843,11
105549,24224,11
105549,11533,11
105549,11497,10
105549,25020,10
105549,15285,10
105549,17210,10
105549,25848,10
105549,9611,10
105549,1128,9
105549,12296,9
105549,17113,9
105549,5231,9
105549,2104,8
105549,20824,8
105549,6909,8
105549,6973,8
105549,6949,8
105549,21892,8
105549,25305,8
105549,7482,8
105549,3742,8
105549,11514,8
105549,6784,8
105549,20774,7
105549,6905,7
105549,6977,7
105549,32095,7
105549,12680,7
105549,33113,7
105549,10404,7
105549,25212,7
105549,28014,7
105549,10129,7
105549,25085,7
105549,17110,7
105549,6840,6
105549,5230,6
105551,30574,18362
105551,6953,790
105551,6857,516
105551,23605,495
105551,6895,446
105551,6888,349
105551,6960,280
105551,17124,254
105551,9841,244
105551,8717,208
105551,11743,205
105551,17129,175
105551,6828,143
105551,11557,135
105551,7457,120
105551,23596,117
105551,23831,108
105551,22743,80
105551,6829,62
105551,6866,59
105551,5207,55
105551,15048,55
105551,11305,52
105551,6914,46
105551,6920,45
105551,9221,44
105551,6838,44
105551,7404,42
105551,17086,38
105551,2580,34
105551,25850,34
105551,16799,32
105551,9844,32
105551,6931,30
105551,6976,28
105551,23595,26
105551,27360,24
105551,10182,24
105551,22753,21
105551,18045,21
105551,6977,20
105551,6891,20
105551,6949,19
105551,6847,18
105551,25034,18
105551,15285,18
105551,23624,18
105551,33165,17
105551,20785,17
105551,6984,17
105551,10139,17
105551,4196,17
105551,10138,17
105551,6973,15
105551,24224,15
105551,5231,15
105551,6995,15
105551,20774,13
105551,20849,13
105551,10644,13
105551,12680,13
105551,6959,13
105551,25848,13
105551,10183,13
105551,30949,13
105551,30521,12
105551,25033,12
105551,6948,12
105551,17090,12
105551,6863,12
105551,22689,11
105551,10397,11
105551,12288,11
105551,1128,10
105551,5090,10
105551,25014,10
105551,6843,10
105551,17094,10
105551,17113,10
105551,25305,10
105551,5161,10
105551,6992,10
105551,3742,10
105551,10129,10
105551,11533,10
105551,33114,9
105551,15169,9
105551,27535,9
105551,5427,9
105551,17210,9
105551,33150,9
105551,7482,9
105551,17103,9
105551,543,9
105551,10186,9
105551,26735,8
105551,12323,8
105551,7484,8
105551,4829,8
105551,17107,8
105552,30574,3267
105552,23605,154
105552,6895,114
105552,6953,106
105552,6857,89
105552,9841,84
105552,6888,81
105552,17124,70
105552,17129,68
105552,6960,55
105552,8717,53
105552,4829,43
105552,9221,36
105552,6920,35
105552,11743,34
105552,22743,30
105552,6829,29
105552,23596,28
105552,7457,27
105552,6828,25
105552,11305,24
105552,23831,24
105552,6838,21
105552,7404,21
105552,25850,21
105552,22753,18
105552,3742,18
105552,24224,17
105552,17094,17
105552,23595,17
105552,28776,17
105552,4828,17
105552,28176,17
105552,2580,16
105552,22427,16
105552,20785,15
105552,22689,14
105552,17113,14
105552,17086,13
105552,23624,13
105552,18045,12
105552,6866,12
105552,25034,12
105552,12323,12
105552,6948,11
105552,6931,11
105552,15285,11
105552,6914,10
105552,6847,10
105552,6843,10
105552,15048,10
105552,27360,10
105552,10138,10
105552,17090,9
105552,25305,9
105552,17210,9
105552,6995,9
105552,28770,9
105552,9844,9
105552,6909,8
105552,25014,8
105552,25020,8
105552,6900,8
105552,7482,8
105552,14261,8
105552,5140,8
105552,3739,8
105552,5207,7
105552,20774,7
105552,5090,7
105552,30521,7
105552,14764,7
105552,25148,7
105552,6887,7
105552,6891,7
105552,7484,7
105552,12288,7
105552,228,7
105552,6784,7
105552,10182,7
105552,17160,7
105552,5143,7
105552,20849,6
105552,10644,6
105552,25151,6
105552,25150,6
105552,6976,6
105552,10397,6
105552,6984,6
105552,5161,6
105552,25329,6
105552,25212,6
105552,12322,6
105552,2625,6
105552,6897,6
105552,25309,6
105552,30899,6
105552,25152,5
105552,31557,5
105552,10139,5
105574,14527,1737
105574,26138,1413
105574,30574,689
105574,14467,679
105574,18266,417
105574,11557,284
105574,8717,258
105574,14487,231
105574,27199,171
105574,25596,155
105574,26154,111
105574,1642,106
105574,25600,93
105574,11743,86
105574,22743,79
105574,5207,76
105574,17213,76
105574,10197,61
105574,31859,59
105574,18045,42
105574,10641,39
105574,14530,39
105574,6750,36
105574,31934,34
105574,32055,33
105574,11590,30
105574,1078,30
105574,17363,30
105574,17361,30
105574,3389,29
105574,1128,29
105574,23037,29
105574,10210,28
105574,22944,28
105574,3371,26
105574,25151,26
105574,25148,26
105574,10093,25
105574,22753,24
105574,24960,24
105574,9221,24
105574,25147,24
105574,14961,24
105574,26162,24
105574,14541,23
105574,25152,21
105574,12680,21
105574,1010,21
105574,31578,21
105574,15169,20
105574,31867,19
105574,3392,18
105574,25150,18
105574,18640,18
105574,1659,18
105574,18795,18
105574,10615,18
105574,32054,18
105574,4382,18
105574,3544,18
105574,25149,17
105574,25146,17
105574,11500,17
105574,14465,17
105574,11550,16
105574,11503,15
105574,13794,15
105574,16979,15
105574,22689,14
105574,32586,14
105574,24996,14
105574,10094,14
105574,24999,14
105574,18051,14
105574,509,14
105574,28612,14
105574,13792,14
105574,32056,14
105574,14540,14
105574,25153,13
105574,24997,13
105574,26194,13
105574,23038,13
105574,2104,12
105574,25167,12
105574,24995,12
105574,698,12
105574,1679,12
105574,26167,12
105574,4857,12
105574,13008,12
105574,25765,11
105574,3358,11
105574,783,11
105574,25822,11
105574,5481,11
105574,831,11
105574,18652,11
105574,14460,11
105574,722,10
105576,30574,12384
105576,8717,905
105576,11743,452
105576,15463,147
105576,6715,144
105576,15461,124
105576,11557,121
105576,15453,85
105576,5207,69
105576,22743,67
105576,10644,53
105576,15462,47
105576,15468,46
105576,22034,42
105576,26138,38
105576,8055,38
105576,15048,38
105576,33114,33
105576,15485,27
105576,7921,24
105576,22753,22
105576,9886,22
105576,9221,21
105576,20774,20
105576,21989,20
105576,15067,20
105576,20849,18
105576,15169,17
105576,15473,17
105576,11590,13
105576,8067,12
105576,6714,12
105576,7725,11
105576,15484,10
105576,32989,9
105576,27535,9
105576,5481,9
105576,18188,9
105576,5090,8
105576,18045,8
105576,12680,8
105576,134,8
105576,4915,8
105576,20797,7
105576,3216,7
105576,2158,7
105576,20828,7
105576,12600,6
105576,18367,6
105576,21689,6
105576,7668,6
105576,20888,6
105576,15466,6
105576,31147,6
105576,15467,6
105576,11497,5
105576,22689,5
105576,22545,5
105576,11978,5
105576,22944,5
105576,11853,5
105576,23993,5
105576,15472,5
105576,20752,5
105576,30470,5
105576,11574,4
105576,5444,4
105576,11595,4
105576,18640,4
105576,20288,4
105576,12948,4
105576,32586,4
105576,18130,4
105576,5510,4
105576,1416,4
105576,27928,4
105576,6750,4
105576,26194,4
105576,5036,4
105576,12663,4
105576,13940,4
105576,20159,4
105576,18187,4
105576,12672,4
105576,32215,4
105576,28764,4
105576,32841,4
105576,6457,4
105576,18180,4
105576,22408,4
105576,15397,4
105576,25011,3
105576,1642,3
105576,25106,3
105576,21387,3
105576,28532,3
105576,26697,3
105576,1291,3
105576,15483,3
105576,27062,3
105578,30574,1354
105578,8717,133
105578,6715,129
105578,15463,106
105578,15453,76
105578,15468,50
105578,11743,43
105578,22034,32
105578,15462,29
105578,11557,28
105578,9886,25
105578,20774,22
105578,6714,20
105578,9221,18
105578,7921,17
105578,22753,14
105578,21989,14
105578,15169,12
105578,20849,11
105578,18045,10
105578,134,10
105578,8067,9
105578,15484,8
105578,32215,8
105578,4422,8
105578,22743,7
105578,26138,7
105578,15067,7
105578,15461,7
105578,15466,7
105578,21369,7
105578,10644,6
105578,20797,6
105578,11853,6
105578,2158,6
105578,32989,5
105578,28751,5
105578,3216,5
105578,23993,5
105578,20159,5
105578,18188,5
105578,31147,5
105578,15483,5
105578,11435,5
105578,33114,4
105578,5207,4
105578,5090,4
105578,8055,4
105578,12948,4
105578,32586,4
105578,10093,4
105578,11978,4
105578,5481,4
105578,9638,4
105578,22944,4
105578,20125,4
105578,26697,4
105578,20888,4
105578,4915,4
105578,15467,4
105578,15472,4
105578,15490,4
105578,25071,4
105578,20815,4
105578,5473,4
105578,8454,4
105578,32835,4
105578,28194,4
105578,11590,3
105578,27535,3
105578,5444,3
105578,18640,3
105578,27556,3
105578,22545,3
105578,18367,3
105578,1642,3
105578,30358,3
105578,4949,3
105578,5180,3
105578,25106,3
105578,7725,3
105578,28532,3
105578,5404,3
105578,13940,3
105578,22657,3
105578,20883,3
105578,8656,3
105578,13865,3
105578,21966,3
105578,30470,3
105578,6457,3
105578,15397,3
105578,21380,3
105578,15487,3
105578,707,3
105578,22396,3
105578,6718,3
105578,10654,3
105578,6717,3
105578,30456,3
105687,30574,6073
105687,8717,214
105687,21689,177
105687,19733,153
105687,21773,90
105687,19742,85
105687,11557,78
105687,5500,55
105687,14552,33
105687,4605,33
105687,4949,30
105687,3611,16
105687,5207,15
105687,22743,14
105687,8517,14
105687,4615,14
105687,17213,13
105687,11221,13
105687,26735,13
105687,15808,12
105687,21406,11
105687,19738,9
105687,28052,9
105687,1642,8
105687,24099,8
105687,24807,7
105687,9221,6
105687,923,6
105687,3358,6
105687,12315,6
105687,4594,6
105687,19419,6
105687,10197,5
105687,31656,5
105687,14467,5
105687,1416,5
105687,28025,5
105687,4596,5
105687,31254,5
105687,18045,4
105687,7852,4
105687,30755,4
105687,23931,4
105687,5051,4
105687,22753,3
105687,3389,3
105687,11497,3
105687,3392,3
105687,22689,3
105687,11491,3
105687,27535,3
105687,25150,3
105687,8055,3
105687,2277,3
105687,9886,3
105687,26740,3
105687,4561,3
105687,4600,3
105687,4587,3
105687,4568,3
105687,4611,3
105687,11243,3
105687,32099,3
105687,31557,3
105687,7668,3
105687,461,3
105687,30339,3
105687,4617,3
105687,8344,3
105687,11219,3
105687,19734,3
105687,15809,3
105687,28038,3
105687,28227,3
105687,19730,3
105687,5080,3
105687,25152,2
105687,25151,2
105687,6838,2
105687,14764,2
105687,10210,2
105687,24996,2
105687,26754,2
105687,30756,2
105687,4637,2
105687,28525,2
105687,751,2
105687,20811,2
105687,4607,2
105687,27734,2
105687,31264,2
105687,366,2
105687,24837,2
105687,450,2
105687,19729,2
105687,31595,2
105687,20904,2
105687,15238,2
105687,24808,2
105687,1267,2
105703,30574,9209
105703,13561,1229
105703,13547,472
105703,8782,410
105703,7778,409
105703,11743,162
105703,11557,107
105703,32130,101
105703,2580,93
105703,7806,81
105703,14487,74
105703,13528,74
105703,13568,64
105703,7739,60
105703,7746,59
105703,7784,57
105703,11305,56
105703,22743,54
105703,31830,53
105703,8717,44
105703,18045,37
105703,13597,36
105703,13564,32
105703,33114,29
105703,1642,26
105703,7858,26
105703,19961,25
105703,5207,24
105703,21689,21
105703,15795,20
105703,5481,19
105703,14467,18
105703,7836,18
105703,25093,17
105703,14552,16
105703,7743,16
105703,32989,15
105703,25152,14
105703,27176,13
105703,7760,13
105703,13596,12
105703,9221,11
105703,7824,11
105703,1691,10
105703,33012,10
105703,25151,10
105703,18051,10
105703,1659,10
105703,21773,10
105703,11590,9
105703,30521,9
105703,25150,9
105703,2277,9
105703,24997,9
105703,13575,9
105703,9084,9
105703,5704,9
105703,20849,8
105703,25149,8
105703,23931,8
105703,19103,8
105703,30639,8
105703,13593,8
105703,29452,7
105703,25147,7
105703,15285,7
105703,617,7
105703,13294,7
105703,30687,7
105703,7843,7
105703,9080,7
105703,9097,7
105703,2573,7
105703,1265,7
105703,21989,6
105703,10197,6
105703,8055,6
105703,9886,6
105703,603,6
105703,25148,6
105703,4044,6
105703,13599,6
105703,13550,6
105703,13583,6
105703,18251,6
105703,31917,6
105703,6443,6
105703,2706,6
105703,22753,5
105703,941,5
105703,18054,5
105703,24999,5
105703,25114,5
105703,1645,5
105703,24705,5
105703,13567,5
105703,22765,5
105703,13570,5
105703,1063,5
105703,2556,5
105744,30574,5051
105744,14821,235
105744,8717,172
105744,11743,147
105744,30358,122
105744,26837,94
105744,26771,76
105744,11557,71
105744,1691,51
105744,9221,40
105744,22743,33
105744,5207,32
105744,30386,27
105744,1540,26
105744,29076,22
105744,2580,22
105744,28686,22
105744,1542,21
105744,26894,19
105744,20405,19
105744,27199,18
105744,27483,17
105744,11305,14
105744,22179,12
105744,26785,10
105744,22034,10
105744,18045,10
105744,10197,10
105744,22753,9
105744,1659,9
105744,22944,9
105744,8503,9
105744,19688,9
105744,1642,8
105744,32586,8
105744,20774,7
105744,17213,7
105744,10210,7
105744,26978,7
105744,8055,6
105744,2277,6
105744,8067,6
105744,12940,6
105744,29083,6
105744,2168,6
105744,19693,6
105744,6256,6
105744,9620,6
105744,9212,6
105744,22857,6
105744,15169,5
105744,25152,5
105744,26897,5
105744,22545,5
105744,14064,5
105744,831,5
105744,11720,5
105744,24517,5
105744,19694,5
105744,22901,5
105744,29230,5
105744,5090,4
105744,22689,4
